canonical_skill_name,origin_path,origin_type,parent_source,proposed_category,proposed_subcategory,phase08_batch,phase08_rewrite_status,phase08_final_destination,phase08_authoring_workflow,phase08_validation_status
insights-repository-kit,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/market-research/skills/insights-repository-kit,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
media-database,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/pr-communications/skills/media-database,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
crisis-playbooks,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/pr-communications/skills/crisis-playbooks,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
messaging-frameworks,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/pr-communications/skills/messaging-frameworks,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
closed-loop-community-playbook,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/community-building/skills/closed-loop-community-playbook,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
community-program-matrix,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/community-building/skills/community-program-matrix,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
community-insight-taxonomy,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/community-building/skills/community-insight-taxonomy,canonical_retained_source,none,marketing-and-seo,technical-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
moderation-safety-playbook,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/community-building/skills/moderation-safety-playbook,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
champion-engagement-system,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/community-building/skills/champion-engagement-system,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
community-kpi-dashboard,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/community-building/skills/community-kpi-dashboard,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
field-playbooks,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/event-marketing/skills/field-playbooks,canonical_retained_source,none,marketing-and-seo,geo-and-local-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
event-briefs,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/event-marketing/skills/event-briefs,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
program-ops,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/event-marketing/skills/program-ops,canonical_retained_source,none,marketing-and-seo,geo-and-local-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
community-advocacy-toolkit,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/edtech-growth/skills/community-advocacy-toolkit,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
enrollment-persona-playbook,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/edtech-growth/skills/enrollment-persona-playbook,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
student-success-scorecard,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/edtech-growth/skills/student-success-scorecard,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
curriculum-alignment-kit,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/edtech-growth/skills/curriculum-alignment-kit,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
pricing-governance,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/pricing-strategy/skills/pricing-governance,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
packaging-framework,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/pricing-strategy/skills/packaging-framework,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
value-messaging,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/pricing-strategy/skills/value-messaging,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
elasticity-lab,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/pricing-strategy/skills/elasticity-lab,canonical_retained_source,none,marketing-and-seo,geo-and-local-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
customer-feedback-taxonomy,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/voice-of-customer/skills/customer-feedback-taxonomy,canonical_retained_source,none,marketing-and-seo,technical-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
closed-loop-playbook,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/voice-of-customer/skills/closed-loop-playbook,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
advocacy-roster-system,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/voice-of-customer/skills/advocacy-roster-system,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
signal-correlation-workbench,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/voice-of-customer/skills/signal-correlation-workbench,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
creative-brief-framework,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/design-creative/skills/creative-brief-framework,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
production-playbook,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/design-creative/skills/production-playbook,canonical_retained_source,none,marketing-and-seo,geo-and-local-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
mood-board-builder,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/design-creative/skills/mood-board-builder,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
creative-qa-checklist,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/design-creative/skills/creative-qa-checklist,canonical_retained_source,none,marketing-and-seo,geo-and-local-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
brand-governance,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/design-creative/skills/brand-governance,canonical_retained_source,none,marketing-and-seo,geo-and-local-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
enablement-kit,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/design-creative/skills/enablement-kit,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
battlecard-library,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/competitive-intelligence/skills/battlecard-library,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
executive-briefing-kit,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/competitive-intelligence/skills/executive-briefing-kit,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
market-signal-tracker,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/competitive-intelligence/skills/market-signal-tracker,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
win-loss-dataset,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/competitive-intelligence/skills/win-loss-dataset,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
metric-governance-kit,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/business-intelligence/skills/metric-governance-kit,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
data-contract-framework,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/business-intelligence/skills/data-contract-framework,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
executive-kpi-briefings,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/business-intelligence/skills/executive-kpi-briefings,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
dashboard-playbook,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/business-intelligence/skills/dashboard-playbook,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
whitepapers,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/content-marketing/skills/whitepapers,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
webinars,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/content-marketing/skills/webinars,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
case-studies,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/content-marketing/skills/case-studies,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
thought-leadership,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/content-marketing/skills/thought-leadership,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
storytelling,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/content-marketing/skills/storytelling,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
seo-writing,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/content-marketing/skills/seo-writing,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
editorial-ops,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/content-marketing/skills/editorial-ops,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
lifecycle-cadence,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/lead-nurture-orchestration/skills/lifecycle-cadence,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
personalization-logic,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/lead-nurture-orchestration/skills/personalization-logic,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
nurture-testing,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/lead-nurture-orchestration/skills/nurture-testing,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
revenue-health-dashboard,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/revenue-analytics/skills/revenue-health-dashboard,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
cohort-analysis,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/revenue-analytics/skills/cohort-analysis,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
exec-briefing-kit,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/revenue-analytics/skills/exec-briefing-kit,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
deal-quality-model,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/revenue-analytics/skills/deal-quality-model,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
voice-of-customer,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/customer-journey-orchestration/skills/voice-of-customer,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
governance,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/customer-journey-orchestration/skills/governance,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
journey-mapping,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/customer-journey-orchestration/skills/journey-mapping,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
workflow-testing,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/marketing-automation/skills/workflow-testing,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
data-governance,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/marketing-automation/skills/data-governance,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
lifecycle-mapping,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/marketing-automation/skills/lifecycle-mapping,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
call-brief-framework,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/sales-calls/skills/call-brief-framework,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
meddic-checklist,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/sales-calls/skills/meddic-checklist,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
call-review-kit,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/sales-calls/skills/call-review-kit,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
call-analysis-framework,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/sales-calls/skills/call-analysis-framework,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
persona-intel,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/sales-calls/skills/persona-intel,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
site-performance-watch,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/e-commerce/skills/site-performance-watch,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
merchandising-blueprint,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/e-commerce/skills/merchandising-blueprint,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
retention-ltv-playbook,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/e-commerce/skills/retention-ltv-playbook,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
conversion-diagnostic-kit,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/e-commerce/skills/conversion-diagnostic-kit,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
cxo-briefing-kit,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/enterprise-sales/skills/cxo-briefing-kit,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
pursuit-governance,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/enterprise-sales/skills/pursuit-governance,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
risk-register,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/enterprise-sales/skills/risk-register,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
procurement-playbook,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/enterprise-sales/skills/procurement-playbook,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
value-story-framework,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/enterprise-sales/skills/value-story-framework,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
loyalty-modeling,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/loyalty-lifecycle-orchestration/skills/loyalty-modeling,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
member-insights,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/loyalty-lifecycle-orchestration/skills/member-insights,canonical_retained_source,none,marketing-and-seo,geo-and-local-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
reward-ops,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/loyalty-lifecycle-orchestration/skills/reward-ops,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
executive-ebr-kit,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/customer-success/skills/executive-ebr-kit,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
sentiment-feedback-loop,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/customer-success/skills/sentiment-feedback-loop,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
adoption-playbook,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/customer-success/skills/adoption-playbook,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
risk-scoring-framework,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/customer-success/skills/risk-scoring-framework,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
qa-gates,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/email-sequence-orchestration/skills/qa-gates,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
cadence-design,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/email-sequence-orchestration/skills/cadence-design,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
messaging-framework,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/sales-enablement/skills/messaging-framework,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
battlecard-system,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/sales-enablement/skills/battlecard-system,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
reinforcement-loop,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/sales-enablement/skills/reinforcement-loop,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
vertical-solution-templates,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/b2b-saas/skills/vertical-solution-templates,canonical_retained_source,none,marketing-and-seo,geo-and-local-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
board-readiness-kit,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/b2b-saas/skills/board-readiness-kit,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
land-adopt-expand-blueprint,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/b2b-saas/skills/land-adopt-expand-blueprint,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
usage-to-value-map,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/b2b-saas/skills/usage-to-value-map,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
social-selling,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/sales-prospecting/skills/social-selling,canonical_retained_source,none,marketing-and-seo,content-and-campaigns,unassigned,pending,pending,unprocessed_in_phase08,pending
cold-outreach,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/sales-prospecting/skills/cold-outreach,canonical_retained_source,none,marketing-and-seo,content-and-campaigns,unassigned,pending,pending,unprocessed_in_phase08,pending
discovery-calls,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/sales-prospecting/skills/discovery-calls,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
lead-qualification,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/sales-prospecting/skills/lead-qualification,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
objection-handling,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/sales-prospecting/skills/objection-handling,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
segmentation-framework,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/customer-analytics/skills/segmentation-framework,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
activation-map,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/customer-analytics/skills/activation-map,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
retention-dashboard,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/customer-analytics/skills/retention-dashboard,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
save-play-library,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/customer-analytics/skills/save-play-library,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
deal-review,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/sales-pipeline/skills/deal-review,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
crm-hygiene,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/sales-pipeline/skills/crm-hygiene,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
forecast-discipline,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/sales-pipeline/skills/forecast-discipline,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
brand-guardrails,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/social-scheduler-orchestration/skills/brand-guardrails,canonical_retained_source,none,marketing-and-seo,content-and-campaigns,unassigned,pending,pending,unprocessed_in_phase08,pending
performance-metrics,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/social-scheduler-orchestration/skills/performance-metrics,canonical_retained_source,none,marketing-and-seo,content-and-campaigns,unassigned,pending,pending,unprocessed_in_phase08,pending
calendar-governance,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/social-scheduler-orchestration/skills/calendar-governance,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
engagement-analytics,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/webinar-automation/skills/engagement-analytics,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
webinar-design,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/webinar-automation/skills/webinar-design,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
registration-ops,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/webinar-automation/skills/registration-ops,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
partner-ecosystem-map,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/partnership-development/skills/partner-ecosystem-map,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
co-marketing-governance,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/partnership-development/skills/co-marketing-governance,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
joint-solution-blueprint,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/partnership-development/skills/joint-solution-blueprint,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
partner-revenue-desk,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/partnership-development/skills/partner-revenue-desk,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
compliance-statement-library,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/financial-services/skills/compliance-statement-library,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
customer-trust-dashboard,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/financial-services/skills/customer-trust-dashboard,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
regulator-briefing-playbook,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/financial-services/skills/regulator-briefing-playbook,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
financial-product-blueprint,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/financial-services/skills/financial-product-blueprint,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
pql-framework,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/product-led-growth/skills/pql-framework,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
in-app-messaging-kit,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/product-led-growth/skills/in-app-messaging-kit,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
onboarding-blueprint,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/product-led-growth/skills/onboarding-blueprint,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
usage-health-scorecard,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/product-led-growth/skills/usage-health-scorecard,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
on-page,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/seo/skills/on-page,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
deal-desk,task-folder/agents/skills/seo/seo-skills-main/gtm-agents-main/plugins/renewal-orchestration/skills/deal-desk,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
