source_path,canonical_name,category,subcategory,lines,bytes,screening_status,candidate_signals,requires_deep_review,review_status,split_decision,rationale,parent_router_path,child_destination_paths,retired_source_path,content_allocation_count,resources_moved
task-folder/agents/skills/seo/seo-skills-main/skills/seo-image-gen,seo-image-gen,marketing-and-seo,technical-seo,176,8206,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/skills/seo,seo,marketing-and-seo,technical-seo,266,15645,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/skills/seo-dataforseo,seo-dataforseo,marketing-and-seo,on-page-seo,403,17241,screened_candidate,lines=403,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for seo-dataforseo with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/skills/seo-ecommerce,seo-ecommerce,marketing-and-seo,technical-seo,370,12197,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/automation/video-processing,video-processing,marketing-and-seo,content-and-campaigns,162,5241,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/automation/competitor-monitor,competitor-monitor,marketing-and-seo,on-page-seo,127,3301,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/automation/skill-orchestrator,skill-orchestrator,marketing-and-seo,on-page-seo,134,6063,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/automation/whisper-transcription,whisper-transcription,marketing-and-seo,on-page-seo,154,4717,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/automation/web-scraper,web-scraper,marketing-and-seo,on-page-seo,142,3920,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/automation/content/landing-page-copy,landing-page-copy,marketing-and-seo,cro,894,19630,screened_candidate,lines=894,true,deep_reviewed,Retain as singular skill with references,"Skill represents a cohesive singular job (landing-page-copy) with extensive supporting reference tables, checklists, or code examples. Functional job remains unified; supporting detail organized in references/.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/automation/content/copy-frameworks,copy-frameworks,marketing-and-seo,on-page-seo,662,16522,screened_candidate,lines=662,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for copy-frameworks with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/automation/content/copywriting-classic,copywriting-classic,marketing-and-seo,cro,512,15649,screened_candidate,lines=512,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for copywriting-classic with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/automation/content/cta-writing,cta-writing,marketing-and-seo,cro,593,14150,screened_candidate,lines=593,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for cta-writing with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/automation/content/storytelling-storybrand,storytelling-storybrand,marketing-and-seo,on-page-seo,628,18441,screened_candidate,lines=628,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for storytelling-storybrand with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/automation/content/skyscraper-technique,skyscraper-technique,marketing-and-seo,on-page-seo,643,19217,screened_candidate,lines=643,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for skyscraper-technique with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/automation/content/persuasion-principles,persuasion-principles,marketing-and-seo,content-and-campaigns,567,18147,screened_candidate,lines=567,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for persuasion-principles with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/automation/content/copywriting-awareness,copywriting-awareness,marketing-and-seo,on-page-seo,451,14327,screened_candidate,lines=451,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for copywriting-awareness with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/automation/content/content-strategy,content-strategy,marketing-and-seo,on-page-seo,577,17562,screened_candidate,lines=577,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for content-strategy with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/automation/content/email-writing,email-writing,marketing-and-seo,on-page-seo,809,17765,screened_candidate,lines=809,true,deep_reviewed,Retain as singular skill with references,"Skill represents a cohesive singular job (email-writing) with extensive supporting reference tables, checklists, or code examples. Functional job remains unified; supporting detail organized in references/.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/automation/content/landing-page-optimizer,landing-page-optimizer,marketing-and-seo,cro,699,19575,screened_candidate,lines=699; modes=8,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for landing-page-optimizer with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/automation/content/seo-content-writer,seo-content-writer,marketing-and-seo,on-page-seo,758,21948,screened_candidate,lines=758; modes=8,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for seo-content-writer with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/automation/content/headline-formulas,headline-formulas,marketing-and-seo,cro,707,20580,screened_candidate,lines=707,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for headline-formulas with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/automation/content/conversion-copywriting,conversion-copywriting,marketing-and-seo,cro,444,14165,screened_candidate,lines=444,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for conversion-copywriting with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/automation/content/expert-secrets,expert-secrets,marketing-and-seo,on-page-seo,151,7082,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/automation/content/dan-kennedy-copy,dan-kennedy-copy,marketing-and-seo,geo-and-local-seo,425,13492,screened_candidate,lines=425,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for dan-kennedy-copy with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/automation/content/boron-letters,boron-letters,marketing-and-seo,on-page-seo,815,20362,screened_candidate,lines=815,true,deep_reviewed,Retain as singular skill with references,"Skill represents a cohesive singular job (boron-letters) with extensive supporting reference tables, checklists, or code examples. Functional job remains unified; supporting detail organized in references/.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/automation/content/made-to-stick,made-to-stick,marketing-and-seo,on-page-seo,496,18823,screened_candidate,lines=496,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for made-to-stick with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/automation/content/purple-cow-marketing,purple-cow-marketing,marketing-and-seo,cro,621,21679,screened_candidate,lines=621,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for purple-cow-marketing with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/automation/content/content-writing,content-writing,marketing-and-seo,cro,550,15599,screened_candidate,lines=550,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for content-writing with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/automation/content/voice-injection-rewriter,voice-injection-rewriter,marketing-and-seo,on-page-seo,376,15398,screened_candidate,modes=4,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for voice-injection-rewriter with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/automation/content/sales-letter-writer,sales-letter-writer,marketing-and-seo,on-page-seo,820,22905,screened_candidate,lines=820; modes=7,true,deep_reviewed,Retain as singular skill with references,"Skill represents a cohesive singular job (sales-letter-writer) with extensive supporting reference tables, checklists, or code examples. Functional job remains unified; supporting detail organized in references/.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/automation/content/educational-presentation,educational-presentation,marketing-and-seo,on-page-seo,523,17306,screened_candidate,lines=523; decision_tree,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for educational-presentation with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/automation/content/permission-marketing,permission-marketing,marketing-and-seo,on-page-seo,543,17132,screened_candidate,lines=543,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for permission-marketing with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/automation/product/shape-up,shape-up,marketing-and-seo,on-page-seo,810,21605,screened_candidate,lines=810,true,deep_reviewed,Retain as singular skill with references,"Skill represents a cohesive singular job (shape-up) with extensive supporting reference tables, checklists, or code examples. Functional job remains unified; supporting detail organized in references/.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/automation/product/design-sprint,design-sprint,marketing-and-seo,on-page-seo,977,22874,screened_candidate,lines=977,true,deep_reviewed,Retain as singular skill with references,"Skill represents a cohesive singular job (design-sprint) with extensive supporting reference tables, checklists, or code examples. Functional job remains unified; supporting detail organized in references/.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/automation/product/product-discovery,product-discovery,marketing-and-seo,on-page-seo,895,22988,screened_candidate,lines=895,true,deep_reviewed,Retain as singular skill with references,"Skill represents a cohesive singular job (product-discovery) with extensive supporting reference tables, checklists, or code examples. Functional job remains unified; supporting detail organized in references/.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/automation/image-batch,image-batch,marketing-and-seo,content-and-campaigns,174,5323,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/automation/content-repurposer,content-repurposer,marketing-and-seo,content-and-campaigns,174,5881,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/automation/youtube-downloader,youtube-downloader,marketing-and-seo,on-page-seo,184,5217,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/automation/report-generator,report-generator,marketing-and-seo,on-page-seo,64,1620,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/automation/pdf-extractor,pdf-extractor,marketing-and-seo,on-page-seo,124,3041,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/automation/data-visualizer,data-visualizer,marketing-and-seo,on-page-seo,62,1567,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/seo-roast,seo-roast,marketing-and-seo,on-page-seo,108,4283,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/subkeyword-injector,subkeyword-injector,marketing-and-seo,on-page-seo,104,3388,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/performance,performance,marketing-and-seo,on-page-seo,400,11699,screened_candidate,lines=400,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for performance with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/legal/contract-review,contract-review,marketing-and-seo,on-page-seo,298,7980,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/legal/gdpr-compliance,gdpr-compliance,marketing-and-seo,on-page-seo,413,11038,screened_candidate,lines=413,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for gdpr-compliance with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/legal/rfp-response,rfp-response,marketing-and-seo,on-page-seo,323,10346,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/legal/terms-analyzer,terms-analyzer,marketing-and-seo,on-page-seo,428,11755,screened_candidate,lines=428,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for terms-analyzer with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/legal/nda-generator,nda-generator,marketing-and-seo,on-page-seo,480,12558,screened_candidate,lines=480,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for nda-generator with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/accessibility,accessibility,marketing-and-seo,on-page-seo,450,13177,screened_candidate,lines=450,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for accessibility with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/seo/seo-skills-main/best-practices,best-practices,marketing-and-seo,on-page-seo,641,16781,screened_candidate,lines=641,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for best-practices with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/seo/lighthouse,lighthouse,marketing-and-seo,on-page-seo,406,9943,screened_candidate,lines=406,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for lighthouse with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/seo/seo-structure-architect,seo-structure-architect,marketing-and-seo,technical-seo,112,3266,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/seo/seo-image-gen,seo-image-gen,marketing-and-seo,technical-seo,187,8463,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/seo/seo-schema,seo-schema,marketing-and-seo,technical-seo,182,5916,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/seo/seo-forensic-incident-response,seo-forensic-incident-response,marketing-and-seo,on-page-seo,266,9259,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/seo/seo-dataforseo,seo-dataforseo,marketing-and-seo,on-page-seo,399,17590,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/ethical-hacking-methodology,ethical-hacking-methodology,quality-and-security,security,472,11120,screened_candidate,lines=472; modes=10,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for ethical-hacking-methodology with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/antigravity/antigravity-design-expert,antigravity-design-expert,design-and-experience,motion-and-graphics,52,3354,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/antigravity/antigravity-maintainer-batch-release,antigravity-maintainer-batch-release,development,fullstack,169,17880,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/antigravity/antigravity-workflows,antigravity-workflows,quality-and-security,security,86,2736,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/antigravity/antigravity-agent-manager,antigravity-agent-manager,development,fullstack,112,5484,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/antigravity/antigravity-skill-orchestrator,antigravity-skill-orchestrator,development,fullstack,128,7522,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/statsmodels,statsmodels,marketing-and-seo,cro,618,19885,screened_candidate,lines=618; modes=7,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for statsmodels with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/orchestrate,orchestrate,meta-and-agent-skills,skill-lifecycle,61,2766,screened_candidate,router_candidate_tag,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for orchestrate with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/building-components,building-components,content-and-documentation,technical-writing,37,2151,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/environment-setup-guide,environment-setup-guide,development,fullstack,492,11847,screened_candidate,lines=492,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for environment-setup-guide with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/astropy,astropy,development,backend,335,11559,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/cmux,cmux,development,fullstack,250,14209,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/sharp-coder,sharp-coder,development,fullstack,131,5398,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/browser-automation,browser-automation,quality-and-security,testing,1116,29490,screened_candidate,lines=1116,true,deep_reviewed,Retain as singular skill with references,"Skill represents a cohesive singular job (browser-automation) with extensive supporting reference tables, checklists, or code examples. Functional job remains unified; supporting detail organized in references/.",none,none,none,0,none
task-folder/agents/skills/pptx-official,pptx-official,content-and-documentation,presentations,494,25972,screened_candidate,lines=494,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for pptx-official with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/nft-standards,nft-standards,development,fullstack,403,11720,screened_candidate,lines=403,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for nft-standards with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/simplify-code,simplify-code,development,software-architecture,183,7065,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/format-revrebel-google-docs,format-revrebel-google-docs,quality-and-security,compliance,63,4031,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/data/data-engineer,data-engineer,data-and-ai,data-engineering,227,11675,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/data/data-engineering-data-pipeline,data-engineering-data-pipeline,data-and-ai,data-engineering,209,7298,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/data/data-quality-frameworks,data-quality-frameworks,business-and-operations,legal-and-governance,48,1784,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/data/data-scientist,data-scientist,data-and-ai,analytics,201,10621,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/data/data-engineering-data-driven-feature,data-engineering-data-driven-feature,quality-and-security,testing,190,12425,screened_candidate,modes=6,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for data-engineering-data-driven-feature with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/data/data-structure-protocol,data-structure-protocol,development,backend,203,9968,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/complexity-cuts,complexity-cuts,development,fullstack,254,15254,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/apple-container,apple-container,infrastructure-and-ops,containers-and-orchestration,165,9980,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/free-tier-strategy,free-tier-strategy,development,fullstack,462,13996,screened_candidate,lines=462,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for free-tier-strategy with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/issues,issues,development,fullstack,270,7770,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/sql-pro,sql-pro,development,backend,176,8083,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/weaviate,weaviate,data-and-ai,vector-databases,132,6754,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/computer-use-agents,computer-use-agents,data-and-ai,machine-learning,2166,67342,screened_candidate,lines=2166,true,deferred,Defer for manual review,"Monolith encompasses multi-modal vision modeling, GUI coordinate planning, OS-level window management, and security sandboxing. While large (2,166 lines), the boundary between GUI perception and OS execution requires manual architecture and security review before splitting. Skill remains active and untouched.",none,none,none,0,none
task-folder/agents/skills/dos-verify-done-claims,dos-verify-done-claims,development,systems,185,8413,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/revops,revops,business-and-operations,startup-finance,356,15263,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/redesign-existing-projects,redesign-existing-projects,development,fullstack,199,16026,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/unslop,unslop,development,fullstack,138,4474,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/semgrep-rule-variant-creator,semgrep-rule-variant-creator,quality-and-security,security,205,8090,screened_candidate,modes=4,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for semgrep-rule-variant-creator with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/verification-before-completion,verification-before-completion,development,frontend,149,4661,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/testing-qa,testing-qa,quality-and-security,testing,235,5189,screened_candidate,modes=8,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for testing-qa with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/chrome-extension-developer,chrome-extension-developer,marketing-and-seo,cro,88,3620,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/grill-me,grill-me,development,fullstack,36,1028,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/to-prd,to-prd,business-and-operations,product-management,104,4020,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/pricing,pricing,business-and-operations,startup-finance,246,7761,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/startup-business-analyst-financial-projections,startup-business-analyst-financial-projections,business-and-operations,startup-finance,363,9069,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/sendgrid-automation,sendgrid-automation,data-and-ai,analytics,236,13151,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
